,program,input_size,real_time,cpu_time,energy,cycles,instructions
325,sobel_simd,8192,0.42992,0.42986,3.85344,5408853639.000000,7377542725.000000
326,sobel_simd,8192,0.33409,0.33402,5.66081,5395546506.000000,7374624814.000000
327,sobel_simd,8192,0.43424,0.4341,3.84099,5400196379.000000,7372079852.000000
328,sobel_simd,8192,0.4301,0.42982,3.72857,5385464248.000000,7379235262.000000
329,sobel_simd,8192,0.43502,0.4349,3.75957,5409332313.000000,7374640598.000000
330,sobel_simd,8192,0.36083,0.35986,5.21337,5396638917.000000,7373309312.000000
331,sobel_simd,8192,0.33253,0.3325,5.59886,5404746535.000000,7379844001.000000
332,sobel_simd,8192,0.43791,0.43788,3.93596,5403307105.000000,7370896346.000000
333,sobel_simd,8192,0.33992,0.33981,5.90129,5411131509.000000,7370122224.000000
334,sobel_simd,8192,0.43115,0.43106,3.77416,5390608669.000000,7370574089.000000
335,sobel_simd,8192,0.33651,0.33648,5.52733,5400835081.000000,7374562068.000000
336,sobel_simd,8192,0.43248,0.4324,3.76659,5384300715.000000,7375046001.000000
337,sobel_simd,8192,0.33661,0.33652,5.54485,5399141634.000000,7370462861.000000
338,sobel_simd,8192,0.43161,0.43156,3.73736,5391252136.000000,7378674590.000000
339,sobel_simd,8192,0.39778,0.39764,4.61992,5393570143.000000,7373339690.000000
340,sobel_simd,16384,1.39925,1.39894,21.50745,21554194028.000000,29578275109.000000
341,sobel_simd,16384,1.48182,1.48144,19.82472,21541969975.000000,29579180821.000000
342,sobel_simd,16384,1.51157,1.51138,19.21486,21537491250.000000,29555539468.000000
343,sobel_simd,16384,1.39496,1.39454,22.86188,22177956334.000000,29549353908.000000
344,sobel_simd,16384,1.4901,1.48981,19.42006,21507068004.000000,29539135142.000000
345,sobel_simd,16384,1.4442,1.44302,20.41694,21484680275.000000,29531289542.000000
346,sobel_simd,16384,1.72912,1.72862,15.18679,21542820773.000000,29546488220.000000
347,sobel_simd,16384,1.50312,1.50279,18.99135,21519782444.000000,29544218007.000000
348,sobel_simd,16384,1.33015,1.32975,23.12763,21554211274.000000,29537301034.000000
349,sobel_simd,16384,1.50383,1.50358,19.33967,21536828429.000000,29542593322.000000
350,sobel_simd,16384,1.67023,1.66978,16.15511,21484718923.000000,29537849222.000000
351,sobel_simd,16384,1.72,1.71962,14.98415,21514531629.000000,29542633394.000000
352,sobel_simd,16384,1.63309,1.63276,17.62654,21549201910.000000,29539053910.000000
353,sobel_simd,16384,1.71683,1.71656,15.11031,21516175138.000000,29541140882.000000
354,sobel_simd,16384,1.52035,1.5192,19.08577,21534849211.000000,29558029528.000000
355,sobel_simd,16384,1.53452,1.53416,19.21492,21574166879.000000,29578950987.000000
356,sobel_simd,16384,1.46437,1.46368,20.89478,21569047504.000000,29593256497.000000
357,sobel_simd,16384,1.57303,1.57251,18.68458,21590396150.000000,29597981276.000000
358,sobel_simd,16384,1.63091,1.63037,17.30086,21558488825.000000,29541151083.000000
359,sobel_simd,16384,1.72138,1.72092,14.99325,21514276610.000000,29555055540.000000
360,sobel_simd_openmp,512,0.00741,0.0482,0.13184,169488887.000000,40232410.000000
361,sobel_simd_openmp,512,0.00076,0.00385,0.02142,39928033.000000,34078244.000000
362,sobel_simd_openmp,512,0.00075,0.00075,0.00775,40371906.000000,34036338.000000
363,sobel_simd_openmp,512,0.00074,0.00079,0.00787,39139000.000000,33865731.000000
364,sobel_simd_openmp,512,0.00076,0.00094,0.00848,39819877.000000,33923226.000000
365,sobel_simd_openmp,512,0.00075,0.00074,0.00769,44067089.000000,33838969.000000
366,sobel_simd_openmp,512,0.00075,0.00169,0.01019,39257015.000000,33941263.000000
367,sobel_simd_openmp,512,0.00066,0.00136,0.0163,38385836.000000,33774301.000000
368,sobel_simd_openmp,512,0.00069,0.00078,0.01599,45510219.000000,33885507.000000
369,sobel_simd_openmp,512,0.00067,0.00259,0.0199,38685236.000000,33819520.000000
370,sobel_simd_openmp,512,0.00067,0.00146,0.01575,40552060.000000,33797795.000000
371,sobel_simd_openmp,512,0.00067,0.00066,0.0152,43327501.000000,33928028.000000
372,sobel_simd_openmp,512,0.00066,0.00065,0.01459,41639106.000000,33914424.000000
373,sobel_simd_openmp,512,0.00065,0.00257,0.01849,40105381.000000,33942256.000000
374,sobel_simd_openmp,512,0.00068,0.00086,0.01514,39670915.000000,33924153.000000
375,sobel_simd_openmp,512,0.00069,0.00069,0.01361,38660055.000000,33692478.000000
376,sobel_simd_openmp,512,0.00069,0.00072,0.01642,39764627.000000,33793368.000000
377,sobel_simd_openmp,512,0.00066,0.00187,0.01642,39981104.000000,33971191.000000
378,sobel_simd_openmp,512,0.00066,0.00255,0.01965,45025124.000000,33901817.000000
379,sobel_simd_openmp,512,0.00066,0.00065,0.01355,41424145.000000,33907609.000000
380,sobel_simd_openmp,1024,0.00159,0.00825,0.05133,128315809.000000,121611039.000000
381,sobel_simd_openmp,1024,0.00158,0.00608,0.04266,124994755.000000,121403046.000000
382,sobel_simd_openmp,1024,0.00173,0.01076,0.05994,128028097.000000,121694980.000000
383,sobel_simd_openmp,1024,0.00158,0.00808,0.05121,128406698.000000,121700222.000000
384,sobel_simd_openmp,1024,0.00164,0.00793,0.04773,128919022.000000,121415534.000000
385,sobel_simd_openmp,1024,0.00157,0.0082,0.05054,124547212.000000,121625347.000000
386,sobel_simd_openmp,1024,0.00164,0.009,0.05328,126371215.000000,121702608.000000
387,sobel_simd_openmp,1024,0.00157,0.00508,0.02576,125007688.000000,121616380.000000
388,sobel_simd_openmp,1024,0.00163,0.00898,0.05432,127736778.000000,121665711.000000
389,sobel_simd_openmp,1024,0.00158,0.01012,0.05585,128658029.000000,121827805.000000
390,sobel_simd_openmp,1024,0.00162,0.00773,0.04797,126540670.000000,121656195.000000
391,sobel_simd_openmp,1024,0.00162,0.00854,0.05328,125323765.000000,121675309.000000
392,sobel_simd_openmp,1024,0.00161,0.00825,0.04962,128578727.000000,121703360.000000
393,sobel_simd_openmp,1024,0.00157,0.0053,0.03778,123795829.000000,121388148.000000
394,sobel_simd_openmp,1024,0.00162,0.01008,0.05914,124498817.000000,121507537.000000
395,sobel_simd_openmp,1024,0.00162,0.00904,0.0545,132262619.000000,121437104.000000
396,sobel_simd_openmp,1024,0.00163,0.00813,0.04932,141672612.000000,121511721.000000
397,sobel_simd_openmp,1024,0.00856,0.05322,0.20813,355309172.000000,133041512.000000
398,sobel_simd_openmp,1024,0.0016,0.0078,0.04932,122317738.000000,121249483.000000
399,sobel_simd_openmp,1024,0.00158,0.0095,0.05585,123797658.000000,121417837.000000
400,sobel_simd_openmp,2048,0.00537,0.0371,0.20373,467058645.000000,470327930.000000
401,sobel_simd_openmp,2048,0.00526,0.03689,0.20038,467839139.000000,471120048.000000
402,sobel_simd_openmp,2048,0.00535,0.03966,0.20972,470277014.000000,471540440.000000
403,sobel_simd_openmp,2048,0.0053,0.03667,0.18457,460155814.000000,470158130.000000
404,sobel_simd_openmp,2048,0.00532,0.03431,0.17578,467391559.000000,471051192.000000
405,sobel_simd_openmp,2048,0.00531,0.03866,0.2066,460522811.000000,470705236.000000
406,sobel_simd_openmp,2048,0.00536,0.03716,0.18915,476472906.000000,470741532.000000
407,sobel_simd_openmp,2048,0.00533,0.03755,0.20453,465643574.000000,471019756.000000
408,sobel_simd_openmp,2048,0.0053,0.03489,0.17749,469467756.000000,470929084.000000
409,sobel_simd_openmp,2048,0.0055,0.0404,0.21228,483497844.000000,471561659.000000
410,sobel_simd_openmp,2048,0.00525,0.03419,0.17542,468820209.000000,470696210.000000
411,sobel_simd_openmp,2048,0.00539,0.04066,0.17798,472598420.000000,471080994.000000
412,sobel_simd_openmp,2048,0.00539,0.03568,0.19623,470115760.000000,470966587.000000
413,sobel_simd_openmp,2048,0.00549,0.0363,0.19922,472627658.000000,471358326.000000
414,sobel_simd_openmp,2048,0.00532,0.03515,0.17938,466925018.000000,470102258.000000
415,sobel_simd_openmp,2048,0.00537,0.03456,0.17877,468763698.000000,470672804.000000
416,sobel_simd_openmp,2048,0.00534,0.03443,0.17725,464269019.000000,470566840.000000
417,sobel_simd_openmp,2048,0.00528,0.03392,0.17505,462237776.000000,469775270.000000
418,sobel_simd_openmp,2048,0.0053,0.03739,0.203,473344571.000000,471258170.000000
419,sobel_simd_openmp,2048,0.00529,0.03681,0.185,456877229.000000,469422235.000000
420,sobel_simd_openmp,4096,0.02008,0.155,0.80877,1934941770.000000,1869960002.000000
421,sobel_simd_openmp,4096,0.02021,0.15376,0.7865,1818701428.000000,1865592546.000000
422,sobel_simd_openmp,4096,0.02004,0.15268,0.78277,1852937598.000000,1867986598.000000
423,sobel_simd_openmp,4096,0.02013,0.15485,0.79541,1834737343.000000,1864240839.000000
424,sobel_simd_openmp,4096,0.02009,0.15651,0.8164,1836202732.000000,1864443535.000000
425,sobel_simd_openmp,4096,0.01993,0.15577,0.8139,1849923383.000000,1866235332.000000
426,sobel_simd_openmp,4096,0.02008,0.15182,0.78631,1843806836.000000,1867500973.000000
427,sobel_simd_openmp,4096,0.01988,0.15283,0.7876,1826972406.000000,1863637482.000000
428,sobel_simd_openmp,4096,0.01987,0.15019,0.77899,1849212926.000000,1865585020.000000
429,sobel_simd_openmp,4096,0.01981,0.15085,0.7782,1841498508.000000,1864665766.000000
430,sobel_simd_openmp,4096,0.02001,0.15314,0.78583,1836803808.000000,1865497829.000000
431,sobel_simd_openmp,4096,0.02002,0.15516,0.78882,1872413941.000000,1867004256.000000
432,sobel_simd_openmp,4096,0.01998,0.15145,0.78198,1848609238.000000,1865825033.000000
433,sobel_simd_openmp,4096,0.02027,0.15322,0.78564,1839378962.000000,1866238276.000000
434,sobel_simd_openmp,4096,0.02015,0.15535,0.79004,1834907454.000000,1864724270.000000
435,sobel_simd_openmp,4096,0.02,0.15472,0.78424,1834785362.000000,1863683730.000000
436,sobel_simd_openmp,4096,0.01999,0.15212,0.78308,1857316362.000000,1866943604.000000
437,sobel_simd_openmp,4096,0.02015,0.15467,0.78955,1841467420.000000,1865883969.000000
438,sobel_simd_openmp,4096,0.02004,0.1519,0.77728,1855489861.000000,1866033151.000000
439,sobel_simd_openmp,4096,0.02038,0.15913,0.81701,1848857987.000000,1865697107.000000
440,sobel_simd_openmp,8192,0.07869,0.62315,3.2387,6641564372.000000,7417724227.000000
441,sobel_simd_openmp,8192,0.09743,0.76482,2.47088,6667770360.000000,7429042508.000000
442,sobel_simd_openmp,8192,0.0789,0.62446,3.23095,6643361766.000000,7424927158.000000
443,sobel_simd_openmp,8192,0.09573,0.7543,2.41143,6662410192.000000,7423476943.000000
444,sobel_simd_openmp,8192,0.07939,0.62833,3.23534,7080210109.000000,7418490642.000000
445,sobel_simd_openmp,8192,0.08211,0.64777,3.33245,7801084979.000000,7425378482.000000
446,sobel_simd_openmp,8192,0.09565,0.76152,2.44628,7142352385.000000,7427642797.000000
447,sobel_simd_openmp,8192,0.0954,0.75579,2.42614,6618496492.000000,7420174086.000000
448,sobel_simd_openmp,8192,0.07907,0.62991,3.25365,6648446720.000000,7425539826.000000
449,sobel_simd_openmp,8192,0.07909,0.62321,3.24108,6641815672.000000,7417741382.000000
450,sobel_simd_openmp,8192,0.0951,0.75509,2.41821,6635804278.000000,7427971817.000000
451,sobel_simd_openmp,8192,0.07892,0.6258,3.23241,6640607598.000000,7423237686.000000
452,sobel_simd_openmp,8192,0.09512,0.74991,2.4378,6616398750.000000,7425503806.000000
453,sobel_simd_openmp,8192,0.09544,0.75964,2.42706,6638758185.000000,7427170239.000000
454,sobel_simd_openmp,8192,0.07945,0.63028,3.24816,6655182619.000000,7419548971.000000
455,sobel_simd_openmp,8192,0.08143,0.64204,3.19683,6651241834.000000,7422260670.000000
456,sobel_simd_openmp,8192,0.09537,0.75919,2.44348,6610750170.000000,7422237319.000000
457,sobel_simd_openmp,8192,0.07913,0.62087,3.20525,6636655832.000000,7426675566.000000
458,sobel_simd_openmp,8192,0.07928,0.62666,3.25017,6646779371.000000,7423021499.000000
459,sobel_simd_openmp,8192,0.07957,0.63119,3.24096,6653929520.000000,7419510613.000000
460,sobel_simd_openmp,16384,0.38151,3.03457,9.96579,25507617109.000000,29690215829.000000
461,sobel_simd_openmp,16384,0.35611,2.83684,11.10507,25540826779.000000,29698900409.000000
462,sobel_simd_openmp,16384,0.38214,3.04327,9.92045,25506257305.000000,29695483052.000000
463,sobel_simd_openmp,16384,0.33217,2.60703,13.48715,25757781999.000000,29705894379.000000
464,sobel_simd_openmp,16384,0.3811,3.03693,9.87852,25511360840.000000,29698547460.000000
465,sobel_simd_openmp,16384,0.32562,2.58405,12.88022,25577925449.000000,29694066590.000000
466,sobel_simd_openmp,16384,0.38297,3.05248,9.90049,25536989657.000000,29700153603.000000
467,sobel_simd_openmp,16384,0.3818,3.04331,9.9827,25511041529.000000,29696706370.000000
468,sobel_simd_openmp,16384,0.3224,2.57004,13.0939,25609435540.000000,29689506461.000000
469,sobel_simd_openmp,16384,0.33548,2.67395,12.36465,25536955175.000000,29690653693.000000
470,sobel_simd_openmp,16384,0.38127,3.03822,9.89176,25497393956.000000,29696021876.000000
471,sobel_simd_openmp,16384,0.33205,2.64023,12.6149,25540399559.000000,29696395132.000000
472,sobel_simd_openmp,16384,0.32071,2.55174,13.20358,25593051429.000000,29694322789.000000
473,sobel_simd_openmp,16384,0.32067,2.55521,13.14364,25578475455.000000,29694579749.000000
474,sobel_simd_openmp,16384,0.38699,3.05639,10.3574,25722302239.000000,29708390872.000000
475,sobel_simd_openmp,16384,0.3814,3.0393,9.88749,25520327251.000000,29695662904.000000
476,sobel_simd_openmp,16384,0.32006,2.54696,13.16732,25597831642.000000,29690093111.000000
477,sobel_simd_openmp,16384,0.38221,3.04337,9.91196,25532162238.000000,29698596440.000000
478,sobel_simd_openmp,16384,0.33473,2.65587,12.68716,25631630185.000000,29693081148.000000
479,sobel_simd_openmp,16384,0.38051,3.03093,9.89353,25500111800.000000,29695387534.000000
